PROSPECTID,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score,Approved_Flag,HAS_CC,HAS_PL,Total_TL,Tot_Active_TL,Tot_Closed_TL,total_tl_opened_l6m,tot_tl_closed_l6m,pct_tl_closed_l6m,pct_tl_open_l6m,pct_active_tl,pct_closed_tl,total_tl_opened_l12m,tot_tl_closed_l12m,pct_tl_open_l12m,pct_tl_closed_l12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL
43989,71,3,3,1,16,16,1,1,0,16,16,0,0,12,5,11,0,0,0,0,0,0,0,0,0,16,8,0,0,0,2,1,2,33,6,3,3,Single,POST-GRADUATE,24,M,13500,25,1,0.5,0.740999997,NULL,0,NULL,0,0.5,0,0.5,0,2.369999886,1,0,ConsumerLoan,others,669,2,0,0,4,4,0,1,0,0,0.25,1,0,2,0,0.5,0,1,1,0,2,1,0,0,2,2,0,18,1
43990,75,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,4,4,17,8,6,4,Single,SSC,24,M,23000,30,0.5,0,0.26699999,NULL,0,NULL,0,1,0,1,0,1,0,0,ConsumerLoan,ConsumerLoan,650,4,0,0,2,1,1,0,0,0,0,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,27,10
43991,60,11,9,3,58,27,0,3,3,0,58,2,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,331,1,0,0,Married,12TH,33,M,10000,60,1,0,0.061000001,NULL,0,NULL,0,0,0,0,0,1.708999991,0,0,ConsumerLoan,ConsumerLoan,661,3,0,0,2,2,0,0,0,0,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,2,1,11,11
43992,858,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4330,0,0,0,Married,GRADUATE,32,M,40000,30,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,HL,HL,731,1,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2,1,1,112,36
43993,73,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,203,3,0,0,Married,UNDER GRADUATE,30,M,19500,86,0.333000004,0,1.004999995,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,705,1,0,0,12,4,8,0,0,0,0,0.333000004,0.666999996,2,0,0.166999996,0,2,0,0,0,4,0,0,12,0,8,67,8
43994,31,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,1,1,8,7,8,21,16,14,14,Single,GRADUATE,23,M,23000,50,1,0.5,0.75,0.934000015,1,0.822000027,1,0.875,1,0.875,1,4.406000137,0,0,CC,others,597,4,1,1,4,4,0,2,0,0,0.5,1,0,4,0,1,0,1,0,1,0,0,0,1,2,2,2,11,2
43995,45,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2,12,6,4,Married,SSC,47,M,40000,27,0.691999972,0.444000006,0.629999995,NULL,0,NULL,0,0,0,0,0,3.385999918,1,0,ConsumerLoan,AL,661,3,0,0,13,9,4,4,2,0.153999999,0.307999998,0.691999972,0.307999998,9,3,0.691999972,0.231000006,0,2,0,7,1,0,0,3,10,3,24,4
43996,329,NULL,NULL,0,NULL,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,913,0,0,0,Married,12TH,42,M,24000,66,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,679,2,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0.5,0,1,0,0,1,0,0,2,0,0,30,17
43997,70,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,16,7,16,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,12TH,24,M,20000,71,0.333000004,0,0.381999999,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,699,2,0,0,3,1,2,0,1,0.333000004,0,0.333000004,0.666999996,3,2,1,0.666999996,0,0,0,0,2,0,0,2,1,1,9,7
43998,40,22,21,2,33,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,2,0,1,3,1,3,5,6,3,3,Married,12TH,42,M,36500,188,0.764999986,0.699999988,0.721000016,0.837000012,1,0.685000002,1,0.333000004,0,0.333000004,0,14.50300026,0,0,PL,others,643,4,1,1,17,13,4,7,1,0.059,0.412,0.764999986,0.234999999,10,2,0.588,0.118000001,5,1,2,8,0,0,2,1,16,4,49,1
43999,78,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,3,3,1,7,7,1,Married,SSC,37,M,37000,246,1,1,0.680000007,NULL,0,0.680000007,1,1,0,1,0,0.135000005,0,0,ConsumerLoan,ConsumerLoan,671,2,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,5,5
44000,48,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,SSC,38,M,14000,99,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,685,2,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,8,8
44001,NULL,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,1,1,1,Married,12TH,28,M,35000,154,1,1,1.008000016,NULL,0,NULL,0,0,0,0,0,NULL,1,0,ConsumerLoan,ConsumerLoan,672,2,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,2,2
44002,73,6,6,1,27,27,0,1,1,0,27,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27,13,1,1,1,1,1,1,63,10,4,3,Married,GRADUATE,30,M,25000,53,0.625,0,0.414000005,NULL,0,NULL,0,1,1,1,1,4.395999908,0,0,ConsumerLoan,ConsumerLoan,641,4,0,0,8,5,3,0,1,0.125,0,0.625,0.375,4,1,0.5,0.125,0,0,0,6,0,0,0,2,6,2,15,7
44003,71,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,8,5,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,229,1,0,0,Married,12TH,37,M,25000,125,1,0.5,0.939999998,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,690,2,0,0,2,2,0,1,0,0,0.5,1,0,2,0,1,0,0,1,0,0,1,0,0,2,0,0,8,6
44004,318,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,3,3,2,6,5,4,Married,SSC,45,M,13000,62,0.5,1,0.716000021,NULL,0,1,1,1,0,0.75,0,11.53800011,1,0,ConsumerLoan,PL,651,4,0,1,4,2,2,1,0,0,0.25,0.5,0.5,1,1,0.25,0.25,2,0,0,0,2,0,1,3,1,1,43,2
44005,40,15,15,1,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,1,0,0,2,1,1,1,Single,UNDER GRADUATE,22,M,74000,40,0.5,1,1.019999981,NULL,0,NULL,0,0,0,0,0,NULL,1,0,ConsumerLoan,PL,665,3,0,0,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0,0,0,0,1,0,0,2,0,1,16,2
44006,781,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,31,5,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,910,0,0,0,Married,GRADUATE,54,M,22000,128,0.333000004,0,0.739000022,NULL,0,NULL,0,0,0,0,0,NULL,0,0,AL,others,719,1,0,0,3,1,2,0,0,0,0,0.333000004,0.666999996,0,0,0,0,1,2,0,1,0,0,0,2,1,0,132,30
44007,74,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,2,2,2,36,8,8,3,Married,POST-GRADUATE,29,M,16000,23,1,0,0,NULL,0,NULL,0,1,1,1,1,1.156000018,0,0,ConsumerLoan,CC,664,3,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,10,10
44008,1854,27,26,2,112,82,0,0,0,NULL,NULL,2,2,1,0,0,0,0,0,0,0,0,0,0,0,82,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,GRADUATE,28,M,10000,13,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,661,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,74,74
44009,33,32,32,1,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,0,0,0,0,0,0,1,1,1,1,Married,GRADUATE,50,M,20000,125,0.333000004,0,0.694999993,NULL,0,NULL,0,0,0,0,0,NULL,1,0,ConsumerLoan,others,654,4,0,0,6,2,4,0,0,0,0,0.333000004,0.666999996,1,0,0.166999996,0,1,2,0,0,3,0,0,6,0,1,44,10
44010,41,19,10,9,56,54,0,3,3,0,54,2,0,63,12,26,0,0,0,0,0,0,0,0,0,54,7,0,0,0,6,0,2,223,2,0,0,Married,GRADUATE,44,M,44000,74,0.363999993,0,0.838,NULL,0,NULL,0,0,0,0,0,11.36400032,0,1,PL,PL,716,1,0,0,11,4,7,0,0,0,0,0.363999993,0.635999978,1,1,0.090999998,0.090999998,0,0,0,0,0,1,0,7,4,10,89,11
44011,297,NULL,NULL,0,NULL,0,0,0,0,NULL,0,0,0,25,4,9,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Single,GRADUATE,21,M,13000,32,1,0,1.274999976,NULL,0,NULL,0,0,0,0,0,9.230999947,0,0,others,others,691,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,45,45
44012,484,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,18,3,3,3,Married,12TH,43,M,25000,71,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,ConsumerLoan,ConsumerLoan,659,3,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0.5,0,0,0,1,1,0,0,1,1,0,41,25
44013,112,34,30,3,31,31,0,0,0,NULL,0,1,0,18,3,8,0,0,0,0,0,0,0,0,0,31,1,0,0,0,1,0,1,309,1,0,0,Married,12TH,37,M,14500,70,0.333000004,0,0.897000015,NULL,0,NULL,0,0,0,0,0,17.24099922,0,0,PL,PL,675,2,0,0,3,1,2,0,0,0,0,0.333000004,0.666999996,1,1,0.333000004,0.333000004,0,0,0,0,0,0,0,0,3,3,38,10
44014,58,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1214,0,0,0,Married,GRADUATE,37,F,12500,46,0.666999996,0,0.030999999,NULL,0,NULL,0,0,0,0,0,0.231999993,0,0,others,others,690,2,0,0,3,2,1,0,0,0,0,0.666999996,0.333000004,0,0,0,0,0,1,0,0,0,0,0,2,1,2,54,14
44015,59,35,8,6,48,16,0,2,2,0,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,3,1,2,1,0,0,49,2,1,1,Married,GRADUATE,29,M,12000,89,1,0,0.824999988,0.702000022,1,0.836000025,1,0,0.5,0,0.333000004,38.67200089,0,0,CC,CC,669,2,1,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,47,16
44016,81,34,24,9,117,70,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,149,1,1,0,Married,12TH,38,M,40000,190,0.222000003,1,0.629000008,NULL,0,NULL,0,0,0,0,0,0.521000028,1,0,others,others,677,2,0,0,9,2,7,2,0,0,0.222000003,0.222000003,0.777999997,2,0,0.222000003,0,0,0,0,1,7,0,0,7,2,1,54,5
44017,22,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,31,3,3,2,Married,GRADUATE,27,M,33000,79,1,1,0.344999999,NULL,0,NULL,0,0,0,0,0,0.217999995,0,0,ConsumerLoan,ConsumerLoan,658,4,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,5,5
44018,93,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,9,6,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,885,0,0,0,Married,GRADUATE,34,M,45000,123,1,1,0.796000004,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,708,1,0,0,3,3,0,1,0,0,0.333000004,1,0,1,0,0.333000004,0,0,1,0,0,2,0,0,3,0,0,70,3
44019,73,4,4,1,30,30,1,1,0,30,30,0,0,15,4,10,0,0,0,0,0,0,0,0,0,30,4,2,2,2,0,0,0,14,2,2,1,Married,GRADUATE,40,M,20000,150,1,1,0.816999972,NULL,0,NULL,0,0,1,0,1,0.550000012,0,0,CC,ConsumerLoan,677,2,0,0,3,3,0,2,0,0,0.666999996,1,0,2,0,0.666999996,0,1,2,0,0,0,0,0,2,1,1,16,3
44020,260,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,Married,UNDER GRADUATE,25,M,9000,68,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,ConsumerLoan,ConsumerLoan,675,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,21,21
44021,75,4,4,1,28,28,1,1,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,0,0,0,0,0,0,3,4,4,2,Single,GRADUATE,22,M,20000,54,1,1,0.736000001,NULL,0,NULL,0,0,0,0,0,1.983999968,0,0,ConsumerLoan,others,653,4,0,0,3,3,0,3,0,0,1,1,0,3,0,1,0,2,0,0,2,0,0,0,0,3,1,4,4
44022,69,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,9,1,1,1,5,2,5,100,9,5,0,Married,12TH,23,M,22000,242,0.222000003,0.888999999,1.174000025,NULL,0,1,1,0.400000006,1,0.400000006,1,0.226999998,0,0,CC,PL,677,2,0,1,9,2,7,8,7,0.777999997,0.888999999,0.222000003,0.777999997,9,7,1,0.777999997,0,1,0,0,0,0,6,3,6,2,7,3
44023,NULL,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,1,1,1,Married,SSC,28,F,13500,68,1,0,0.721000016,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,683,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,11,11
44024,136,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,1,1,Married,SSC,34,M,30000,251,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,668,3,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,17,17
44025,76,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,2,4,62,5,3,1,Married,POST-GRADUATE,26,M,16000,101,0.800000012,0.25,0.717999995,NULL,0,0.908999979,1,0.5,0,0.5,0,10.18000031,0,0,PL,others,677,2,0,1,5,4,1,1,1,0.200000003,0.200000003,0.800000012,0.200000003,4,1,0.800000012,0.200000003,0,0,0,3,0,0,1,0,5,1,17,4
44026,NULL,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,52,2,1,1,Single,OTHERS,25,M,20000,17,1,0,0.523000002,NULL,0,NULL,0,0,0.5,0,0.5,NULL,0,0,CC,CC,674,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,9,9
44027,37,8,6,3,61,61,0,3,3,0,61,3,2,24,7,17,0,0,0,0,0,0,0,0,0,61,16,1,0,1,4,3,4,18,11,5,5,Married,SSC,37,M,35000,30,1,0.5,0.888999999,NULL,0,NULL,0,0.75,0,0.75,0,1.271000028,0,0,PL,others,661,3,0,0,7,7,0,2,0,0,0.286000013,1,0,4,0,0.57099998,0,4,0,0,2,0,0,0,3,4,5,18,1
44028,34,34,19,12,90,90,0,0,0,0,0,12,11,17,4,10,0,0,0,0,0,0,0,0,0,90,2,0,0,0,0,0,0,393,0,0,0,Married,12TH,44,M,34000,510,1,1,0.975000024,NULL,0,NULL,0,0,0,0,0,1.235000014,0,0,others,others,703,1,0,0,4,4,0,1,0,0,0.25,1,0,1,0,0.25,0,0,1,0,0,0,0,0,3,1,3,78,3
44029,34,8,5,2,4,3,1,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,4,3,3,Married,12TH,31,M,32000,64,0.666999996,0.666999996,0.925999999,NULL,0,NULL,0,0,0,0,0,0.321999997,0,0,ConsumerLoan,ConsumerLoan,659,3,0,0,3,2,1,2,1,0.333000004,0.666999996,0.666999996,0.333000004,3,1,1,0.333000004,1,1,0,2,0,0,0,1,2,0,9,2
44030,266,NULL,NULL,0,NULL,0,0,0,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,1,1,Single,UNDER GRADUATE,24,M,18000,66,1,0,1.019999981,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,678,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,10,10
44031,NULL,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,10,3,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,1,1,Single,12TH,37,M,60000,65,0.5,0,1.016000032,NULL,0,NULL,0,0,0,0,0,0.416999996,1,0,others,others,686,2,0,0,4,2,2,0,0,0,0,0.5,0.5,2,0,0.5,0,2,0,0,0,2,0,0,2,2,2,26,6
44032,84,4,4,1,7,7,1,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,1,1,1,4,2,2,17,5,5,3,Married,UNDER GRADUATE,54,M,30000,245,0.5,0.125,0.432000011,NULL,0,0.967000008,1,1,1,0.5,1,7.570000172,0,0,ConsumerLoan,ConsumerLoan,663,3,0,1,16,8,8,1,4,0.25,0.061999999,0.5,0.5,8,7,0.5,0.437999994,0,0,0,15,0,0,1,0,16,0,24,5
44033,574,18,7,3,280,280,0,1,1,0,280,2,2,13,0,4,0,0,0,0,0,0,0,0,0,280,1,0,0,0,0,0,0,0,1,1,1,Single,POST-GRADUATE,35,M,42600,126,0.200000003,1,1.044999957,NULL,0,NULL,0,0,0,0,0,NULL,1,0,ConsumerLoan,ConsumerLoan,658,4,0,0,5,1,4,1,1,0.200000003,0.200000003,0.200000003,0.800000012,1,1,0.200000003,0.200000003,1,0,0,0,5,0,0,5,0,0,56,6
44034,2402,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,1,1,Married,12TH,29,M,20000,75,1,0,0,NULL,1,NULL,0,0,0,0,0,0,0,0,others,others,670,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,81,81
44035,195,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,495,0,0,0,Married,12TH,48,M,12000,336,0.125,0,0,0,1,NULL,1,0,0,0,0,0.044,0,0,ConsumerLoan,others,712,1,1,0,8,1,7,0,1,0.125,0,0.125,0.875,0,2,0,0.25,0,1,1,4,0,0,1,2,6,1,125,14
44036,73,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,2,1,1,Single,POST-GRADUATE,27,M,24000,68,1,0,0.082999997,NULL,0,NULL,0,0,0,0,0,1.103999972,0,0,others,ConsumerLoan,674,2,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,10,10
44037,44,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,9,5,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,137,1,1,0,Single,GRADUATE,27,M,13500,66,1,0.5,1.062000036,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,ConsumerLoan,689,2,0,0,2,2,0,1,0,0,0.5,1,0,2,0,1,0,0,1,0,0,1,0,0,2,0,0,9,4
44038,40,7,4,6,29,29,3,6,3,29,29,0,0,1,1,1,0,0,0,0,0,0,0,0,0,28,16,0,0,0,5,0,4,20,13,6,4,Married,GRADUATE,28,M,32000,117,0.545000017,0.5,0.870999992,NULL,0,NULL,0,0,0,0,0,0.876999974,0,0,ConsumerLoan,ConsumerLoan,659,3,0,0,11,6,5,4,3,0.273000002,0.363999993,0.545000017,0.455000013,8,4,0.726999998,0.363999993,1,1,0,8,0,0,0,2,9,2,51,1
44039,436,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,37,3,2,2,Married,12TH,34,M,25000,89,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,AL,AL,672,2,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,50,15
44040,1089,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,31,5,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,112,1,1,0,Single,GRADUATE,28,M,40000,93,0.5,0,1.340999961,NULL,0,NULL,0,0,0,0,0,NULL,0,0,ConsumerLoan,others,695,2,0,0,2,1,1,0,0,0,0,0.5,0.5,0,0,0,0,1,1,0,0,0,0,0,2,0,1,36,32
44041,28,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,0,0,1,3,3,2,Single,GRADUATE,25,M,55000,69,1,1,0.256000012,0.256000012,1,NULL,0,0,1,0,1,0.035,0,0,others,others,660,3,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2,2
44042,295,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,16,6,14,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Single,12TH,24,M,25300,119,0.5,0,1.01699996,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,694,2,0,0,2,1,1,0,1,0.5,0,0.5,0.5,1,1,0.5,0.5,1,0,0,0,0,0,0,2,0,2,14,7
44043,1080,24,24,1,69,69,0,0,0,NULL,NULL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,69,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Single,UNDER GRADUATE,25,M,20000,128,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,669,2,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,1,40,33
44044,30,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,1,112,3,1,0,Married,UNDER GRADUATE,26,M,20000,50,0.5,1,1.008000016,NULL,0,NULL,0,0,0,0,0,NULL,1,0,ConsumerLoan,ConsumerLoan,684,2,0,0,2,1,1,2,1,0.5,1,0.5,0.5,2,1,1,0.5,1,0,0,0,1,0,0,2,0,1,3,2
44045,63,20,1,14,63,33,5,11,6,63,63,9,4,0,0,0,0,0,0,0,0,0,0,0,0,33,19,2,1,1,7,4,7,40,16,5,3,Married,12TH,36,M,30000,67,0.5,1,0.80400002,NULL,1,NULL,0,0.57099998,1,0.57099998,0.5,NULL,1,0,PL,others,674,2,0,0,4,2,2,1,0,0,0.25,0.5,0.5,1,1,0.25,0.25,1,2,1,0,1,0,0,3,1,0,96,1
44046,77,6,4,3,28,27,2,3,1,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,198,3,0,0,Married,12TH,44,M,30000,74,0.666999996,0,0.563000023,NULL,0,NULL,0,0,0,0,0,1.5,0,0,others,others,718,1,0,0,3,2,1,0,0,0,0,0.666999996,0.333000004,2,0,0.666999996,0,1,1,0,1,0,0,0,1,2,1,174,7
44047,75,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,400,0,0,0,Married,GRADUATE,44,F,25000,128,1,0,0.165999994,NULL,0,NULL,0,0,0,0,0,1.039999962,0,0,ConsumerLoan,ConsumerLoan,691,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,13,13
44048,48,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,2,8,7,8,28,12,11,6,Single,GRADUATE,23,M,30000,59,0.713999987,0.899999976,0.611999989,NULL,0,0.934000015,1,0.875,1,0.875,1,1.332999945,1,0,PL,PL,646,4,0,1,14,10,4,9,2,0.143000007,0.643000007,0.713999987,0.286000013,10,4,0.713999987,0.286000013,5,0,0,0,5,0,2,12,2,7,21,1
